FechaCorte,Tipo de Sujeto,Nombre Completo,DUI,NIT,Fecha de Nacimiento,Sexo,Tipo de obligación,Moneda,Numero de Obligacion,Fecha de Otorgamiento,Fecha de Vencimiento,Periodo de Pago,Estado,Sub-estado,Numero Dias Mora,Valor Limite,Valor Saldo Total,Valor Mora Total,Valor Cuota,Tipo de Deudor,Tipo de Garantia,Fecha de Cancelacion,Calificacion
2025-01-31,F,Carmen Vizcaíno-Toledo,80745020-2,,1983-05-12,M,CMZ,USD,OBL-01918,2024-04-21,2028-04-21,OTR,VIG,VIG,0,1685,1036,0,134,DIR,HIP,,A1
2025-01-31,F,Domingo Valbuena Toledo,53732230-0,,1991-01-05,M,CON,USD,OBL-01919,2024-04-19,2026-04-19,OTR,VIG,VIG,0,7840,4218,0,86,DIR,SGR,,A1
2025-01-31,F,Wilfredo Ibañez Mancebo,60765508-1,,1985-07-26,M,TIC,USD,OBL-01920,2024-09-09,,QIN,VIG,VIG,0,13411,10256,0,192,DIR,AVA,,A1
2025-01-31,F,Valero Gracia Pablo,46953958-2,,1988-08-24,M,TIC,USD,OBL-01921,2024-05-07,,OTR,VIG,VIG,0,16645,15639,0,177,DIR,HIP,,A2
2025-01-31,F,Carina Barroso Ortiz,14994111-0,,1969-07-02,F,TIC,USD,OBL-01922,2024-03-25,,OTR,VIG,VIG,0,18826,18259,0,154,DIR,AVA,,A2
2025-01-31,F,Socorro Paredes Melero,99113072-5,,1991-02-11,M,CON,USD,OBL-01923,2024-08-09,2026-08-09,QIN,VIG,VIG,0,9131,3975,0,46,DIR,SGR,,A1
2025-01-31,F,Marciano Hernandez,52072862-7,,2006-10-19,M,TDC,USD,OBL-01924,2024-08-24,,QIN,VIG,VIG,0,14781,4762,0,59,DIR,FID,,A1
2025-01-31,F,Hilario Diez Solana,72406692-6,,1974-02-06,M,TIC,USD,OBL-01925,2024-05-26,,MEN,VIG,VIG,0,4915,3182,0,49,DIR,HIP,,A1
2025-01-31,J,Consultoría Globales S.A.,,2334-635011-908-0,,,TIC,USD,OBL-01926,2024-07-23,,MEN,VIG,VIG,0,13938,8712,0,21,DIR,SGR,,A1
2025-01-31,F,Agustín Almazán Cadenas,74171535-4,,1968-06-20,M,MIC,USD,OBL-01927,2024-04-23,2026-04-23,VEN,VIG,VIG,0,11556,8097,0,132,DIR,AVA,,A1
2025-01-31,F,Félix Arana Escolano,78341509-4,,1965-03-22,M,TDC,USD,OBL-01928,2024-03-05,,MEN,VIG,VIG,0,4687,3279,0,165,DIR,FID,,A1
2025-01-31,F,Marciano Diego-Canet,34840757-3,,1965-11-19,M,TDC,USD,OBL-01929,2024-05-08,,OTR,VIG,VIG,0,12170,9867,0,146,DIR,HIP,,A2
2025-01-31,F,Imelda Real Galvez,59803521-6,,1993-08-22,F,MIC,USD,OBL-01930,2024-06-10,2026-06-10,MEN,VIG,VIG,0,18844,6737,0,115,DIR,SGR,,A1
2025-01-31,F,Lucila Ojeda,30306638-4,,1993-06-27,F,CMZ,USD,OBL-01931,2024-09-12,2027-09-12,VEN,VIG,VIG,0,10973,7330,0,78,DIR,SGR,,A1
2025-01-31,F,Leocadia Pol Sarmiento,58968752-1,,1984-10-15,F,TDC,USD,OBL-01932,2024-05-11,,VEN,VIG,VIG,0,13727,10168,0,96,DIR,SGR,,A1
2025-01-31,J,Farmaceútica Coll & Asociados S.L.U.,,9023-760750-998-8,,,CMZ,USD,OBL-01933,2024-04-23,2027-04-23,QIN,VIG,VIG,0,14501,12967,0,170,DIR,FID,,A2
2025-01-31,F,Atilio Mínguez Maza,21641170-2,,1980-08-02,M,TIC,USD,OBL-01934,2024-11-26,,QIN,VIG,VIG,0,2424,1393,0,110,DIR,AVA,,A1
2025-01-31,F,Socorro Martorell Marqués,98757206-4,,1969-11-13,M,TIC,USD,OBL-01935,2024-04-21,,QIN,VIG,VIG,0,8382,4069,0,39,DIR,AVA,,A1
2025-01-31,F,Aurelia Alba Talavera Carretero,99485819-2,,1974-11-04,F,CMZ,USD,OBL-01936,2024-08-01,2026-08-01,VEN,VIG,VIG,0,6471,4762,0,129,DIR,FID,,A1
2025-01-31,F,Alejo de Sabater,95204962-0,,1977-06-24,M,TDC,USD,OBL-01937,2024-11-17,,MEN,VIG,VIG,0,11040,6161,0,148,DIR,FID,,A1
2025-01-31,F,Emiliana Mulet Torre,75367534-6,,1992-01-24,F,MIC,USD,OBL-01938,2024-07-30,2029-07-30,VEN,VIG,VIG,0,6308,6213,0,20,DIR,AVA,,A2
2025-01-31,F,Laura Cano Elías,48251835-1,,2005-05-22,F,TDC,USD,OBL-01939,2024-11-04,,QIN,VIG,VIG,0,4960,3192,0,20,DIR,FID,,A1
2025-01-31,J,Saez y Arnal S.L.,,2402-460787-956-8,,,TDC,USD,OBL-01940,2024-03-16,,OTR,VIG,VIG,0,5805,2362,0,169,DIR,HIP,,A1
2025-02-28,J,Hnos Sarabia S.L.L.,,1884-478096-248-8,,,TIC,USD,OBL-00001,2024-01-04,,OTR,VIG,CJU,136,9446,2088,626.4,137,DIR,FID,,D1
2025-02-28,F,Elías Sans Molins,63092114-5,,1996-04-16,M,MIC,USD,OBL-00002,2023-09-10,2026-09-10,QIN,VIG,CJU,92,16190,5854,1756.2,103,DIR,SGR,,D1
2025-02-28,F,Montserrat Rivas Múgica,89346343-9,,1982-07-20,M,CON,USD,OBL-00004,2024-04-30,2027-04-30,MEN,VIG,VIG,0,11411,3223,0,81,DIR,HIP,,A1
2025-02-28,F,Inocencio Marti Portero,23415908-6,,1965-11-11,M,TDC,USD,OBL-00005,2024-03-16,,QIN,VIG,CJU,162,16224,7289,2186.7,168,DIR,FID,,D1
2025-02-28,F,Plinio Leopoldo Cordero Medina,40835537-2,,2000-04-28,M,TDC,USD,OBL-00006,2024-03-21,,VEN,VIG,CJU,178,1688,520,156.0,43,DIR,FID,,D1
2025-02-28,F,Apolonia Reguera Valderrama,86943028-2,,1970-02-21,F,TDC,USD,OBL-00007,2024-05-27,,MEN,VIG,CJU,167,2619,1905,571.5,185,DIR,SGR,,D1
2025-02-28,F,Saturnino Oliva,78102805-6,,1998-03-13,M,MIC,USD,OBL-00008,2024-04-10,2026-04-10,QIN,VIG,CJU,51,4042,1180,354.0,188,DIR,HIP,,D1
2025-02-28,F,Maristela Cuéllar,32800794-1,,1988-06-04,F,MIC,USD,OBL-00009,2024-04-03,2026-04-03,VEN,VIG,CJU,128,12240,1107,332.09999999999997,106,DIR,FID,,D1
2025-02-28,F,Renata Fabra Tormo,68319683-1,,1966-07-13,F,CMZ,USD,OBL-00010,2023-10-24,2028-10-24,OTR,VIG,VIG,0,13328,4819,0,171,DIR,AVA,,A1
2025-02-28,F,Angelina Cardona Jover,11023881-0,,1965-10-10,F,CMZ,USD,OBL-00011,2024-01-30,2026-01-30,QIN,VIG,CJU,139,2745,1536,460.79999999999995,51,DIR,FID,,D1
2025-02-28,F,Ismael Pacheco Carro,30252577-8,,1979-12-19,M,CON,USD,OBL-00012,2024-05-13,2028-05-13,QIN,VIG,CJU,139,10103,3435,1030.5,47,DIR,FID,,D1
2025-02-28,F,Rosalva Vilar,48852312-4,,1969-08-10,F,TIC,USD,OBL-00013,2023-12-15,,VEN,VIG,CJU,139,18784,1863,558.9,110,DIR,FID,,D1
2025-02-28,F,Marcela Alemán Tenorio,73662917-5,,1967-12-20,F,CMZ,USD,OBL-00014,2023-10-06,2028-10-06,QIN,VIG,CJU,166,6376,882,264.59999999999997,91,DIR,FID,,D1
2025-02-28,F,Bernardo Prats Azcona,74168587-2,,1974-11-23,M,CON,USD,OBL-00015,2023-10-31,2028-10-31,MEN,VIG,CJU,146,18355,12122,3636.6,170,DIR,HIP,,D1
2025-02-28,F,Amaro Canals Muro,96663801-0,,1990-07-01,M,MIC,USD,OBL-00016,2023-09-28,2025-09-28,OTR,VIG,VIG,0,5168,1044,0,73,DIR,FID,,A1
2025-02-28,F,Nacio Gabaldón,97719694-5,,1995-10-08,M,CON,USD,OBL-00017,2023-11-08,2028-11-08,OTR,VIG,CJU,162,9440,2569,770.6999999999999,99,DIR,HIP,,D1
2025-02-28,F,Jacinta Casas Sans,78374109-7,,1990-01-21,F,CMZ,USD,OBL-00018,2024-05-16,2027-05-16,MEN,VIG,CJU,72,3382,551,165.29999999999998,172,DIR,AVA,,D1
2025-02-28,F,Agustina Dalmau Galiano,80888694-2,,1969-05-17,F,TDC,USD,OBL-00019,2024-06-07,,VEN,VIG,CJU,152,1067,873,261.9,139,DIR,FID,,D1
2025-02-28,F,Ligia Tena Hoz,56900677-6,,1996-03-04,F,CMZ,USD,OBL-00020,2024-06-08,2026-06-08,QIN,VIG,CJU,162,14676,3445,1033.5,151,DIR,AVA,,D1
2025-02-28,F,Juan Luis del Roig,50728464-8,,1997-07-16,M,MIC,USD,OBL-00021,2024-03-11,2029-03-11,QIN,VIG,CJU,43,13039,534,160.2,90,DIR,HIP,,D1
2025-02-28,F,Clemente Marin Robles,89991969-1,,1996-10-24,M,TDC,USD,OBL-00022,2024-03-08,,OTR,VIG,CJU,162,16209,2949,884.6999999999999,91,DIR,FID,,D1
2025-02-28,F,Nieves Parra Hernández,83569268-7,,2007-06-21,M,CMZ,USD,OBL-00023,2023-11-20,2026-11-20,OTR,VIG,VIG,0,15391,1122,0,16,DIR,AVA,,A1
2025-02-28,F,Pánfilo Cortina León,67641640-6,,1983-05-20,M,TIC,USD,OBL-00026,2024-04-01,,VEN,VIG,CJU,154,2287,915,274.5,152,DIR,HIP,,D1
2025-02-28,J,Promociones Albero S.L.N.E,,7037-437180-623-9,,,TIC,USD,OBL-00027,2024-04-08,,QIN,VIG,VIG,0,14346,5902,0,143,DIR,FID,,A1
2025-02-28,F,Elena Madrigal-Perea,45948390-0,,1993-04-07,F,MIC,USD,OBL-00028,2024-02-07,2028-02-07,QIN,VIG,VIG,0,4331,799,0,150,DIR,SGR,,A1
2025-02-28,F,María Cristina Guitart,77876077-3,,2007-09-12,F,TDC,USD,OBL-00029,2023-12-28,,VEN,VIG,CJU,118,12727,667,200.1,36,DIR,AVA,,D1
2025-02-28,F,Amparo Jove Niño,64908891-2,,1983-10-13,M,CMZ,USD,OBL-00030,2023-09-17,2027-09-17,OTR,VIG,CJU,126,6578,831,249.29999999999998,120,DIR,HIP,,D1
2025-02-28,F,Dimas Sanmiguel Coronado,97723820-9,,1980-08-12,M,TIC,USD,OBL-00031,2024-05-13,,VEN,VIG,CJU,127,15391,3726,1117.8,106,DIR,AVA,,D1
2025-02-28,F,Aránzazu Esteban Cabrera,73727494-6,,1980-05-22,M,CON,USD,OBL-00032,2023-11-15,2026-11-15,MEN,VIG,CJU,123,4791,1339,401.7,96,DIR,AVA,,D1
2025-02-28,F,Bernabé del España,48906059-9,,1997-12-07,M,TIC,USD,OBL-00033,2024-03-17,,OTR,VIG,VIG,0,9549,4969,0,57,DIR,AVA,,A1
2025-02-28,F,Fabricio Bello Pozo,39693513-5,,1971-05-10,M,MIC,USD,OBL-00034,2024-01-29,2029-01-29,MEN,VIG,CJU,154,17152,5179,1553.7,119,DIR,HIP,,D1
2025-02-28,F,María Teresa Mas,26347616-4,,1999-04-08,F,TIC,USD,OBL-00035,2024-03-07,,VEN,VIG,CJU,171,1175,522,156.6,42,DIR,SGR,,D1
2025-02-28,F,Fabiola Amat Arcos,20746065-8,,1969-11-09,F,TIC,USD,OBL-00036,2023-12-20,,QIN,VIG,CJU,131,7981,2366,709.8,60,DIR,SGR,,D1
2025-02-28,F,Evaristo Palomo-Cañellas,72437722-8,,1991-04-24,M,CMZ,USD,OBL-00037,2023-11-16,2028-11-16,VEN,VIG,MOR,74,16318,5911,1773.3,104,DIR,HIP,,C2
2025-02-28,J,Despacho Castellanos S.L.,,6571-690327-480-6,,,MIC,USD,OBL-00038,2023-12-16,2028-12-16,OTR,VIG,VIG,0,4901,2313,0,176,DIR,FID,,A1
2025-02-28,F,Samuel Vargas Guzman,53573413-1,,1990-01-19,M,MIC,USD,OBL-00039,2024-06-12,2027-06-12,QIN,VIG,CJU,166,17511,2944,883.1999999999999,153,DIR,FID,,D1
2025-02-28,F,Fidel Martin Duarte,42617758-5,,1973-06-05,M,CON,USD,OBL-00040,2023-12-19,2027-12-19,VEN,VIG,CJU,173,15197,5390,1617.0,24,DIR,HIP,,D1
2025-02-28,F,Octavio Azcona Palma,65325835-3,,1988-02-07,M,TIC,USD,OBL-00041,2023-10-08,,MEN,VIG,CJU,163,17160,1187,356.09999999999997,141,DIR,HIP,,D1
2025-02-28,F,Josefa Cuervo Manzano,35334385-7,,1997-07-22,F,TDC,USD,OBL-00042,2024-03-31,,MEN,VIG,MOR,36,2182,976,292.8,162,DIR,FID,,C1
2025-02-28,J,Logística Rosado & Asociados S.L.,,7778-372038-108-2,,,TDC,USD,OBL-00043,2024-05-20,,MEN,VIG,VIG,0,6078,1227,0,17,DIR,SGR,,A1
2025-02-28,F,Laura Hoyos Páez,19320185-3,,1996-09-23,F,CON,USD,OBL-00044,2023-11-07,2027-11-07,VEN,VIG,CJU,172,15375,607,182.1,199,DIR,SGR,,D1
2025-02-28,F,Cruz de Agustín,88141308-3,,1990-01-17,M,TDC,USD,OBL-00045,2023-09-22,,OTR,VIG,CJU,177,13800,1258,377.4,114,DIR,FID,,D1
2025-02-28,F,Ismael Oliver Fernandez,42535085-2,,1974-08-08,M,CMZ,USD,OBL-00046,2023-10-23,2028-10-23,QIN,VIG,CJU,132,15590,3724,1117.2,164,DIR,SGR,,D1
2025-02-28,F,Amanda Amigó Cantón,26505598-2,,1965-08-08,F,MIC,USD,OBL-00047,2024-01-11,2026-01-11,VEN,VIG,CJU,62,18413,9123,2736.9,72,DIR,FID,,D1
2025-02-28,F,Griselda Belén Tomas Osorio,94718440-6,,1971-10-26,F,CMZ,USD,OBL-00048,2024-01-13,2029-01-13,MEN,VIG,CJU,62,19993,2291,687.3,118,DIR,SGR,,D1
2025-02-28,F,Nerea Olivia Cañellas Padilla,34384973-2,,1990-06-24,F,CMZ,USD,OBL-00049,2024-04-16,2029-04-16,VEN,VIG,CJU,100,6959,3860,1158.0,158,DIR,AVA,,D1
2025-02-28,F,Narcisa Franco Castelló,87859348-3,,1983-11-11,F,MIC,USD,OBL-00050,2024-06-22,2028-06-22,MEN,VIG,CJU,175,8612,419,125.69999999999999,35,DIR,AVA,,D1
2025-02-28,F,Roxana Eufemia Anaya Viana,87387689-0,,1997-11-27,F,TIC,USD,OBL-00051,2023-10-09,,MEN,VIG,VIG,0,4462,1683,0,151,DIR,HIP,,A1
2025-02-28,F,Graciana Mateos,22553582-2,,1968-08-03,F,MIC,USD,OBL-00052,2023-11-11,2025-11-11,OTR,VIG,CJU,84,18241,3035,910.5,184,DIR,FID,,D1
2025-02-28,F,Ovidio del Corominas,64303471-1,,1965-05-23,M,CON,USD,OBL-00053,2024-03-28,2026-03-28,OTR,VIG,MOR,24,9462,1714,514.1999999999999,67,DIR,SGR,,B
2025-02-28,F,Rosalina Gallo Diéguez,13462170-4,,1991-12-24,F,CON,USD,OBL-00055,2024-06-13,2029-06-13,VEN,VIG,CJU,156,15798,5788,1736.3999999999999,14,DIR,AVA,,D1
2025-02-28,F,Chuy Lobato Carmona,43525694-5,,1981-07-16,M,MIC,USD,OBL-00056,2024-06-10,2029-06-10,VEN,VIG,CJU,36,16852,7990,2397.0,57,DIR,SGR,,D1
2025-02-28,J,Familia Moya S.L.N.E,,9936-769698-578-9,,,CMZ,USD,OBL-00057,2024-05-03,2029-05-03,MEN,VIG,CJU,156,7426,2004,601.1999999999999,45,DIR,SGR,,D1
2025-02-28,F,Apolinar Leiva Valencia,19527669-7,,1984-10-25,M,CMZ,USD,OBL-00059,2023-12-11,2028-12-11,OTR,VIG,VIG,0,17673,5098,0,99,DIR,HIP,,A1
2025-02-28,F,Cecilio Moya Nuñez,63463685-7,,1981-09-08,M,TDC,USD,OBL-00060,2024-06-07,,OTR,VIG,CJU,156,12233,1674,502.2,68,DIR,AVA,,D1
2025-02-28,F,Fabiana Fábregas Porcel,26733975-1,,1993-12-12,F,TDC,USD,OBL-00061,2024-04-13,,OTR,VIG,CJU,138,9300,3683,1104.8999999999999,80,DIR,AVA,,D1
2025-02-28,F,Chita Borja,89233112-0,,1981-04-26,F,MIC,USD,OBL-00062,2024-06-22,2027-06-22,MEN,VIG,MOR,35,15736,1980,594.0,155,DIR,SGR,,C1
2025-02-28,F,Rosalva Nicolasa Arrieta Dominguez,97341181-7,,1976-12-14,F,TDC,USD,OBL-00063,2023-11-07,,QIN,VIG,CJU,125,10728,4017,1205.1,158,DIR,AVA,,D1
2025-02-28,F,Macario Codina,33918751-2,,1990-05-22,M,MIC,USD,OBL-00065,2024-04-15,2026-04-15,QIN,VIG,VIG,0,1611,726,0,15,DIR,HIP,,A1
2025-02-28,F,Yéssica Bustamante Costa,30085744-5,,1985-06-09,F,CMZ,USD,OBL-00067,2023-11-03,2026-11-03,MEN,VIG,CJU,171,15810,853,255.89999999999998,135,DIR,SGR,,D1
2025-02-28,F,Hector Barba Mateos,69711981-0,,1993-05-21,M,CON,USD,OBL-00068,2023-09-08,2027-09-08,VEN,VIG,CJU,70,5573,3061,918.3,153,DIR,HIP,,D1
2025-02-28,F,Salud Tamarit Saavedra,65641592-7,,1976-12-25,M,CMZ,USD,OBL-00069,2024-01-23,2029-01-23,OTR,VIG,CJU,135,8791,2192,657.6,89,DIR,SGR,,D1
2025-02-28,F,Violeta Nuñez-Fernández,25371588-3,,1990-11-27,F,MIC,USD,OBL-00070,2023-10-27,2028-10-27,OTR,VIG,CJU,138,12041,6255,1876.5,33,DIR,FID,,D1
2025-02-28,F,Dafne Giner Ferrando,65071071-5,,1991-04-22,M,CON,USD,OBL-00072,2023-09-06,2025-09-06,VEN,VIG,CJU,161,2861,1087,326.09999999999997,31,DIR,HIP,,D1
2025-02-28,F,Marcial Rosell Esparza,70393398-8,,1966-07-12,M,CMZ,USD,OBL-00073,2023-10-05,2026-10-05,VEN,VIG,CJU,177,17268,5744,1723.2,192,DIR,AVA,,D1
2025-02-28,F,Javi Pallarès Roldán,22212473-7,,1964-11-13,M,CON,USD,OBL-00075,2024-06-14,2027-06-14,VEN,VIG,CJU,130,8293,4573,1371.8999999999999,159,DIR,HIP,,D1
2025-02-28,F,Clementina Céspedes-Artigas,73430797-8,,1981-10-05,F,TIC,USD,OBL-00076,2024-04-05,,MEN,VIG,CJU,168,10920,4534,1360.2,89,DIR,SGR,,D1
2025-02-28,F,Juan José Pinto Boada,87196249-6,,1966-03-04,M,TIC,USD,OBL-00077,2024-04-09,,VEN,VIG,CJU,147,18265,2324,697.1999999999999,119,DIR,AVA,,D1
2025-02-28,F,Federico Manzano-Batalla,31660205-7,,1987-10-14,M,TDC,USD,OBL-00078,2024-01-12,,OTR,VIG,CJU,133,6157,1538,461.4,76,DIR,HIP,,D1
2025-02-28,J,Soluciones Llobet y asociados S.Coop.,,2087-282680-278-2,,,TIC,USD,OBL-00079,2023-09-25,,MEN,VIG,CJU,130,2165,1077,323.09999999999997,12,DIR,SGR,,D1
2025-02-28,F,Amado Cerezo Quintana,56025482-9,,2004-03-31,M,MIC,USD,OBL-00080,2023-11-15,2028-11-15,VEN,VIG,MOR,29,16954,4543,1362.8999999999999,61,DIR,HIP,,B
2025-02-28,J,Compañía Quirós & Asociados S.L.L.,,9980-335123-352-9,,,MIC,USD,OBL-00081,2024-04-14,2026-04-14,QIN,VIG,CJU,174,12038,1507,452.09999999999997,112,DIR,AVA,,D1
2025-02-28,F,Roldán Alberto Álamo,59064870-9,,1967-08-23,M,MIC,USD,OBL-00082,2023-10-26,2027-10-26,OTR,VIG,CJU,128,19040,3722,1116.6,53,DIR,HIP,,D1
2025-02-28,F,Rosalinda Ximena Morata Valle,70640780-0,,2004-07-10,F,CMZ,USD,OBL-00083,2024-02-07,2027-02-07,QIN,VIG,CJU,160,3419,2123,636.9,73,DIR,HIP,,D1
2025-02-28,F,Agustín Cobos-Viñas,39347627-3,,1979-08-21,M,CON,USD,OBL-00084,2024-01-19,2029-01-19,VEN,VIG,CJU,148,10125,4937,1481.1,31,DIR,AVA,,D1
2025-02-28,J,Cano y asociados S.Coop.,,1979-500920-928-6,,,CMZ,USD,OBL-00086,2024-04-20,2026-04-20,OTR,VIG,CJU,159,18558,5062,1518.6,15,DIR,AVA,,D1
2025-02-28,F,Encarnita Plana Vazquez,69984928-3,,1997-11-11,F,MIC,USD,OBL-00087,2024-06-25,2026-06-25,OTR,VIG,MOR,153,3489,1595,478.5,55,DIR,HIP,,C2
2025-02-28,F,Maricela Llano Peñalver,69960372-7,,1976-09-30,F,MIC,USD,OBL-00088,2024-03-21,2026-03-21,OTR,VIG,CJU,151,10123,2662,798.6,90,DIR,HIP,,D1
2025-02-28,F,Vilma Rico Vilar,33705710-2,,1984-06-01,F,CON,USD,OBL-00089,2023-10-10,2026-10-10,OTR,VIG,VIG,0,5207,557,0,112,DIR,SGR,,A1
2025-02-28,F,Félix Huguet,85313152-2,,1995-09-24,M,TIC,USD,OBL-00090,2024-03-03,,MEN,VIG,CJU,57,10282,1646,493.79999999999995,50,DIR,HIP,,D1
2025-02-28,F,Florencia Corral-Valenciano,22073281-1,,1988-06-14,F,CMZ,USD,OBL-00091,2024-04-24,2027-04-24,MEN,VIG,CJU,135,5432,2627,788.1,92,DIR,FID,,D1
2025-02-28,J,Fábrica SU S.L.L.,,7496-379777-473-3,,,MIC,USD,OBL-00092,2024-04-28,2028-04-28,QIN,VIG,CJU,127,8197,3066,919.8,143,DIR,SGR,,D1
2025-02-28,F,Leocadio Nicodemo Giner Pinedo,34939241-5,,2007-09-06,M,CON,USD,OBL-00094,2024-06-27,2027-06-27,VEN,VIG,MOR,13,19203,4117,1235.1,189,DIR,AVA,,B
2025-02-28,F,Felipa de Leon,54972708-3,,1994-07-03,F,CON,USD,OBL-00095,2024-05-23,2029-05-23,OTR,VIG,CJU,152,19743,6318,1895.3999999999999,51,DIR,HIP,,D1
2025-02-28,F,Paula Marí Arnau,80361770-1,,2006-05-22,F,MIC,USD,OBL-00096,2024-01-08,2029-01-08,MEN,VIG,CJU,141,5265,1744,523.1999999999999,63,DIR,AVA,,D1
2025-02-28,J,Servicios DG S.Coop.,,8183-229839-800-5,,,MIC,USD,OBL-00097,2023-11-22,2025-11-22,OTR,VIG,VIG,0,7454,3423,0,180,DIR,HIP,,A1
2025-02-28,F,Albano Montserrat Rosado,62823613-9,,1991-11-04,M,CMZ,USD,OBL-00098,2023-09-18,2025-09-18,OTR,VIG,CJU,55,2053,973,291.9,144,DIR,AVA,,D1
2025-02-28,F,Juanita Cózar,33726634-3,,2003-02-26,F,CMZ,USD,OBL-00099,2023-09-15,2027-09-15,MEN,VIG,CJU,171,4061,768,230.39999999999998,172,DIR,AVA,,D1
2025-02-28,F,Baudelio Romeu Egea,37571657-6,,1995-09-07,M,TIC,USD,OBL-00100,2023-09-03,,OTR,VIG,VIG,0,1658,904,0,163,DIR,HIP,,A1
2025-02-28,F,Clímaco Juárez-Fuster,34358086-3,,1996-08-06,M,CON,USD,OBL-00101,2023-10-18,2028-10-18,VEN,VIG,CJU,107,19103,3296,988.8,102,DIR,HIP,,D1
2025-02-28,F,Germán Abril Gibert,98435618-4,,1993-03-29,M,MIC,USD,OBL-00102,2024-01-25,2028-01-25,QIN,VIG,VIG,0,16225,3103,0,34,DIR,SGR,,A1
2025-02-28,F,Cirino Sotelo-Herrero,67727305-2,,1975-01-22,M,TDC,USD,OBL-00103,2023-10-19,,VEN,VIG,MOR,109,7645,2758,827.4,54,DIR,SGR,,C2
2025-02-28,F,Ana Belén del Pombo,46152285-1,,1971-02-08,F,TDC,USD,OBL-00104,2023-10-12,,MEN,VIG,CJU,138,11865,4637,1391.1,199,DIR,HIP,,D1
2025-02-28,F,Germán Calvo Amigó,39318182-2,,1972-10-21,M,MIC,USD,OBL-00105,2023-09-29,2025-09-29,MEN,VIG,CJU,137,15465,9614,2884.2,169,DIR,AVA,,D1
2025-02-28,J,Ángeles Barrios Ayuso S.L.L.,,1135-691685-594-3,,,TDC,USD,OBL-00106,2024-04-27,,OTR,VIG,CJU,94,15807,3966,1189.8,129,DIR,FID,,D1
2025-02-28,F,Baltasar Galan-Pedro,77507641-3,,1965-04-09,M,CMZ,USD,OBL-00107,2024-02-23,2026-02-23,VEN,VIG,CJU,110,10702,4344,1303.2,82,DIR,HIP,,D1
2025-02-28,F,Beatriz Arrieta Prado,52569287-9,,1994-08-05,M,MIC,USD,OBL-00108,2024-06-10,2026-06-10,MEN,VIG,CJU,78,13936,617,185.1,174,DIR,HIP,,D1
2025-02-28,F,Aristides Santana Muro,15802370-3,,1973-09-02,M,TIC,USD,OBL-00110,2023-12-05,,QIN,VIG,CJU,124,19171,5595,1678.5,176,DIR,FID,,D1
2025-02-28,J,Talleres Carlos & Asociados S.L.N.E,,5390-691580-813-4,,,TDC,USD,OBL-00111,2024-05-19,,MEN,VIG,MOR,105,14070,5929,1778.7,25,DIR,HIP,,C2
2025-02-28,F,Yolanda Inés Navas Páez,25017176-4,,1983-01-21,F,CMZ,USD,OBL-00112,2024-02-13,2028-02-13,OTR,VIG,CJU,168,6171,1348,404.4,30,DIR,FID,,D1
2025-02-28,F,Eugenia Purificación Juan Torrens,29230432-5,,2002-01-26,F,CMZ,USD,OBL-00113,2024-05-21,2026-05-21,MEN,VIG,CJU,48,1669,972,291.59999999999997,172,DIR,AVA,,D1
2025-02-28,F,Juan Pablo Franch Muñoz,77015565-8,,1976-08-09,M,TDC,USD,OBL-00114,2024-04-29,,MEN,VIG,CJU,176,14212,2437,731.1,118,DIR,FID,,D1
2025-02-28,F,Itziar Armida Cerezo Pascual,46139034-8,,2003-01-07,M,MIC,USD,OBL-00115,2023-10-31,2026-10-31,OTR,VIG,VIG,0,5829,363,0,95,DIR,FID,,A1
2025-02-28,J,Roura y Tejera S.A.,,7018-395236-576-7,,,CMZ,USD,OBL-00116,2024-04-05,2028-04-05,OTR,VIG,CJU,138,5836,1256,376.8,185,DIR,AVA,,D1
2025-02-28,F,Edu de Gisbert,17903030-8,,2001-01-31,M,CMZ,USD,OBL-00117,2024-05-18,2026-05-18,QIN,VIG,VIG,0,19887,5671,0,143,DIR,AVA,,A1
2025-02-28,F,Paz Herrero Cabañas,80774391-7,,1978-11-06,M,CON,USD,OBL-00118,2023-10-01,2028-10-01,QIN,VIG,CJU,146,7639,4842,1452.6,123,DIR,SGR,,D1
2025-02-28,F,Lorenza Ramos-Roldan,91709709-4,,1976-02-25,F,TDC,USD,OBL-00120,2024-06-21,,MEN,VIG,MOR,6,13684,5667,1700.1,185,DIR,FID,,B
2025-02-28,F,Alfredo Carlos Briones,44509874-8,,1972-07-11,M,TDC,USD,OBL-00121,2024-03-09,,OTR,VIG,VIG,0,19678,4516,0,139,DIR,FID,,A1
2025-02-28,F,Tiburcio Marquez Casanova,64044474-9,,1995-03-19,M,TDC,USD,OBL-00122,2024-01-29,,MEN,VIG,MOR,77,17608,4508,1352.3999999999999,38,DIR,AVA,,C2
2025-02-28,F,Gaspar Alcázar Valenzuela,92894060-4,,1979-10-09,M,CMZ,USD,OBL-00123,2023-09-10,2025-09-10,VEN,VIG,CJU,48,7525,2344,703.1999999999999,83,DIR,SGR,,D1
2025-02-28,J,Construcción YZ S.A.,,2010-919129-190-2,,,MIC,USD,OBL-00124,2023-12-08,2025-12-08,VEN,VIG,VIG,0,14098,5285,0,204,DIR,SGR,,A1
2025-02-28,F,Ani Vendrell Román,70177592-2,,1979-08-14,M,MIC,USD,OBL-00125,2024-05-15,2026-05-15,VEN,VIG,CJU,154,8445,2755,826.5,158,DIR,AVA,,D1
